tweet_id,user_id
1381814230681153537,1135341205
1381814230681153537,53001749
1381814224037408770,4806321084
1381814224037408770,2651799487
1381814224037408770,1352640744184451074
1381810438082424833,505145626
1381814215342747648,1044703493876002816
1381814198620000256,1361270313149947910
1381814198620000256,741783768244097024
1381814198620000256,1047468079
1381814194731941891,369160625
1380627811233366017,10810102
1380627811233366017,6531902
1381814166462271498,901542552075202561
1381814150603665413,1236408342295146496
1381814137404153857,428484753
1381814137228042241,924423473828593665
1381814136703713281,14535407
1381814120102555649,1139189085241794562
1381814117472817154,10228272
1381813338619867136,1161775141157609472
1381814095901429761,5252591
1381814095901429761,17889970
1381814095901429761,1093211541695094786
1381814095901429761,522538187
1381814091354869761,1239207760174120961
1381667001400057859,3065261233
1381814040758939648,50427950
1381814040758939648,1273505391553449985
1381814040758939648,1278295031766380544
1381814040758939648,2354465522
1381813647656284162,91903405
1381814071167741952,271248939
1381814071167741952,750751206427860992
1381814056915329031,1270019608473460739
1381814051714473990,388120347
1381814040758939648,50427950
1381814040758939648,1273505391553449985
1381814040758939648,1278295031766380544
1381814040758939648,2354465522
1381814040196878338,1105125949618692096
1381814033330831362,494737446
1381814027144286208,2968986627
1381814006982266881,826160416917245952
1381814002896961536,1054056156841340930
1381814002850877444,1157180755379757057
1381814001022038021,16990298
1381813984823742465,25354531
1381813979824201730,1349149096909668363
1381813979824201730,803694179079458816
1381813973834682368,1343603637822619649
1381813973834682368,29174522
1381813973834682368,2233154425
1381813964791746563,1192300280
1381813104116391936,1201001712523390977
1381813944608817153,756212267817902081
1381813944608817153,20255162
1381813944608817153,14620190
1381813944608817153,33956270
1381813338619867136,1161775141157609472
1381813893824094209,10228272
1381813890120564736,1274131597328093184
1381813884957429761,10228272
1381813881446744065,285909882
1381813881446744065,36528126
1381813881446744065,2545451275
1381813852900225029,1320324411916865536
1381813852900225029,1376359682952982530
1381813844826185729,704500465
1381813832369070082,4151383338
1381813826849538053,18790606
1381813822084767748,48902814
1381813820612472834,10228272
1381742821195980800,1234210069744640003
1381742821195980800,2446482355
1381742821195980800,798388140721532928
1381813805273911299,3129095509
1381813794993758208,251318386
1381813794993758208,708478334917672960
1381813794993758208,1673091553
1381813794993758208,21129105
1381813794993758208,1205322793
1381813767114264578,228148164
1381813767114264578,19223342
1381813767114264578,1277251310371450882
1381813767114264578,139162440
1381813767114264578,3723373935
1381813767114264578,17220817
1381813763591057409,1254250862353854464
1381813760986243077,2367911
1380054375045816324,7538802
1381813757735706624,2367911
1381813743219314688,896731633704947712
1381813713146118146,1275983209554198528
1381813713146118146,1161377716970676224
1381813708964257792,1212662806119473159
1381813704757493761,1079249023234658304
1381813698163974149,1296353992608366593
1381813698163974149,1296353992608366593
1381813677729456128,2604103877
1381626811671527428,3331953605
1381626811671527428,70582223
1381813668548026374,1357312926965760004
1381813663758180352,115228948
1381813652723011586,3351257314
1381813647656284162,91903405
1381813626709889024,55365971
1381813297637257217,1235031991
1381813297637257217,557882635
1381702325719326721,167281867
1296693660784848898,1102821358734635008
1296693660784848898,401865882
1381813604702281732,921334752191193090
1381799803730980864,1153996820948955138
1381799803730980864,1008831630021218304
1381813580341903365,1202116151108685824
1381813560309809152,2977572091
1381623130179788801,394129778
1381623130179788801,919079586
1381813539967365122,782875380201889792
1381704646100586498,18393773
1381813504982675457,15344522
1381813499320537089,1859566374
1381813499320537089,1223052528679448576
1381813499320537089,1172894670
1381813499320537089,28021130
1381813499320537089,872470067371544576
1381813499320537089,485223848
1380913464936341509,342201562
1380913464936341509,931252986755592193
1381813497177210887,21436663
1381813483390574601,1327116445243719680
1381469431042170880,295026890
1381246893318111236,1168320867056488449
1381813471797374977,1217842891583672320
1381813471797374977,276356439
1381813471797374977,1232837397953622020
1381813471797374977,289129034
1381630938367467526,1260386161
1381813463606038529,1329092972361768960
1381783709200773121,2367911
1381813454529421315,1185174198659870721
1381813452734308352,1866339494
1381813442907103232,1318960079379595267
1381788309714784256,1120735350
1381813396526497798,255812611
1381813392827113473,169922564
1381813368688812035,1287511274906034176
1381813348145233920,1332188160961310721
1381813342130429954,1193227066499616770
1381813338619867136,1161775141157609472
1381458610652209154,466155388
1381813321381339136,755342897096949761
1381813321381339136,1028178416942571520
1381813317623234561,461230264
1381813317623234561,33757562
1381813312632029184,2968322923
1381813307632406533,1274131597328093184
1381813306730676225,1199322523495735297
1381813297637257217,1235031991
1381813297637257217,557882635
1381813295984828417,387275475
1379844757451546635,324908430
1381813258630406148,173640957
1381813258630406148,287869483
1381813254108762119,16431335
1381813254108762119,26607837
1381813254108762119,21075591
1381813254108762119,2889059366
1381813254108762119,26419427
1381813246546616321,13332732
1381813221196173312,1306414780542926848
1381813221196173312,4914384040
1381813221196173312,247981000
1381811045132611585,410949182
1381811045132611585,10228272
1381813205614256128,135934414
1381813205614256128,142415632
1381812206279401477,768192170268434432
1381813162228465666,392841255
1381813162228465666,20083388
1381813162228465666,471677441
1381813162228465666,17436250
1381813162228465666,73194395
1381813156410974208,1280581641044459521
1381813143312162822,1225378560342450176
1381752675423895553,359831209
1381752675423895553,28140707
1381752675423895553,24460391
1381752675423895553,1268867998867128321
1381752675423895553,195874837
1381242945546903559,13700542
1381800057486237698,57526615
1381813118750236675,1381467608382246914
1381752675423895553,359831209
1381752675423895553,28140707
1381752675423895553,24460391
1381752675423895553,1268867998867128321
1381752675423895553,195874837
1381813104116391936,1201001712523390977
1381813087469252608,14426130
1381813087469252608,1198699239393648640
1381813087469252608,16335288
1381813086349320196,744883219
1381813085875228673,742507447
1381813085795717124,930165854414753793
1381813085107843072,10228272
1381813061749678080,1257538267722821633
1381813034197213189,1235664321344090119
1381709076460101636,1403654504
1381742625645019136,955184045784207360
1381813008876195842,17889970
1381813008876195842,1093211541695094786
1381812985027559428,18393773
1381812974919159810,148986929
1381812957647040514,14160120
1381812932540035074,1917342486
1381812926604963844,1350296747684188161
1381812926604963844,1381124708586942465
1381812926604963844,1372387900298555395
1381407540076929024,258234145
1381750642381758469,162436508
1381812856576876547,3065261233
1381526901383168001,499942279
1381526901383168001,886519938
1381812819243331586,83253610
1381812819243331586,16895896
1381812810087301122,4071981
1381812810087301122,849062201830719489
1381812793108787203,262041062
1381517449506525192,1035923581891424257
1381517449506525192,2487448735
1381812769289277447,760639303
1381812768290922500,1344989044187435008
1381812756324700160,126599757
1249543096305500160,72539202
1381812740369563651,38726937
1381812740369563651,258528134
1381812740155564033,33175391
1381812728487022593,921334752191193090
1381812702276816899,1365171685129789443
1381812684375592960,454349007
1381812684375592960,14173315
1381812667875094530,20356090
